seqid	genome_id	gene_oid	cluster_id	definition	locus_tag	scaffold	len_aa
ecistem_2599185268_2599844971	2599185268	2599844971	13604	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family [Cell wall/membrane/envelope biogenesis, Cell cycle control, cell division, chromosome partitioning, Signal transduction mechanisms]; ATPases of the AAA+ class [Posttranslational modification, protein turnover, chaperones].	Ga0056026_01695	Ga0056026_scaffold00008.8	442
ecistem_2600254931_2600362821	2600254931	2600362821	13712		Ga0059052_00411	Ga0059052_scaffold00001.1	153
ecistem_2600254931_2600362822	2600254931	2600362822	13712	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.	Ga0059052_00412	Ga0059052_scaffold00001.1	299
ecistem_2600254931_2600362823	2600254931	2600362823	13712		Ga0059052_00413	Ga0059052_scaffold00001.1	160
ecistem_2600254931_2600362824	2600254931	2600362824	13712	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.	Ga0059052_00414	Ga0059052_scaffold00001.1	280
ecistem_2600254931_2600362825	2600254931	2600362825	13712		Ga0059052_00415	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362826	2600254931	2600362826	13712		Ga0059052_00416	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362827	2600254931	2600362827	13712		Ga0059052_00417	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362828	2600254931	2600362828	13712		Ga0059052_00418	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362829	2600254931	2600362829	13712		Ga0059052_00419	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362830	2600254931	2600362830	13712		Ga0059052_00420	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362831	2600254931	2600362831	13712		Ga0059052_00421	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362832	2600254931	2600362832	13712		Ga0059052_00422	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362833	2600254931	2600362833	13712		Ga0059052_00423	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362834	2600254931	2600362834	13712		Ga0059052_00424	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362835	2600254931	2600362835	13712		Ga0059052_00425	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362836	2600254931	2600362836	13712		Ga0059052_00426	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362837	2600254931	2600362837	13712		Ga0059052_00427	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362838	2600254931	2600362838	13712		Ga0059052_00428	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362839	2600254931	2600362839	13712		Ga0059052_00429	Ga0059052_scaffold00001.1	
ecistem_2600254931_2600362840	2600254931	2600362840	13712		Ga0059052_00430	Ga0059052_scaffold00001.1	411
ecistem_2600254931_2600362841	2600254931	2600362841	13712	Secretion system effector C (SseC) like family; SseC is a secreted protein that forms a complex together with SecB and SecD on the surface of Salmonella. All these proteins are secreted by the type III secretion system. Many mucosal pathogens use type III secretion systems for the injection of effector proteins into target cells. SecB, SseC and SecD are inserted into the target cell membrane. where they form a small pore or translocon. In addition to SseC, this family includes the bacterial secreted proteins PopB, PepB, YopB and EspD which are thought to be directly involved in pore formation, and type III secretion system translocon.	Ga0059052_00431	Ga0059052_scaffold00001.1	273
ecistem_2600254931_2600362842	2600254931	2600362842	13712	Uncharacterized conserved protein RhaS, contains 28 RHS repeats [General function prediction only]; Rhs family protein [Cell envelope biogenesis, outer membrane].	Ga0059052_00432	Ga0059052_scaffold00001.1	1325
ecistem_2600254931_2600362843	2600254931	2600362843	13712		Ga0059052_00433	Ga0059052_scaffold00001.1	114
ecistem_2600255393_2602024580	2600255393	2602024580	13899		Ga0059271_02139	Ga0059271_102	454
ecistem_2600255393_2602024581	2600255393	2602024581	13899		Ga0059271_02140	Ga0059271_102	88
ecistem_2600255393_2602024582	2600255393	2602024582	13899	Domain of unknown function (DUF4157); This presumed domain is functionally uncharacterized. This domain family is found in bacteria, archaea and eukaryotes, and is approximately 80 amino acids in length. This domain contains an HEXXH motif that is characteristic of many families of metallopeptidases. However, no peptidase activity has been shown for this domain.	Ga0059271_02141	Ga0059271_102	868
ecistem_2600255393_2602024583	2600255393	2602024583	13899		Ga0059271_02142	Ga0059271_102	354
ecistem_2600255393_2602024584	2600255393	2602024584	13899		Ga0059271_02143	Ga0059271_102	
ecistem_2600255393_2602024585	2600255393	2602024585	13899		Ga0059271_02144	Ga0059271_102	351
ecistem_2600255393_2602024586	2600255393	2602024586	13899		Ga0059271_02145	Ga0059271_102	
ecistem_2600255393_2602024587	2600255393	2602024587	13899		Ga0059271_02146	Ga0059271_102	
ecistem_2600255393_2602024588	2600255393	2602024588	13899		Ga0059271_02147	Ga0059271_102	
ecistem_2600255393_2602024589	2600255393	2602024589	13899		Ga0059271_02148	Ga0059271_102	
ecistem_2600255393_2602024590	2600255393	2602024590	13899		Ga0059271_02149	Ga0059271_102	
ecistem_2600255393_2602024591	2600255393	2602024591	13899		Ga0059271_02150	Ga0059271_102	
ecistem_2600255393_2602024592	2600255393	2602024592	13899		Ga0059271_02151	Ga0059271_102	
ecistem_2600255393_2602024593	2600255393	2602024593	13899		Ga0059271_02152	Ga0059271_102	
ecistem_2600255393_2602024594	2600255393	2602024594	13899		Ga0059271_02153	Ga0059271_102	
ecistem_2600255393_2602024595	2600255393	2602024595	13899		Ga0059271_02154	Ga0059271_102	
ecistem_2600255393_2602024596	2600255393	2602024596	13899		Ga0059271_02155	Ga0059271_102	
ecistem_2600255393_2602024597	2600255393	2602024597	13899		Ga0059271_02156	Ga0059271_102	
ecistem_2600255393_2602024598	2600255393	2602024598	13899	AraC-type DNA-binding domain and AraC-containing proteins [Transcription]; AraC-type DNA-binding domain-containing proteins [Transcription].	Ga0059271_02157	Ga0059271_102	273
ecistem_2600255393_2602024599	2600255393	2602024599	13899	GGCT-like domains, also called AIG2-like family. Gamma-glutamyl cyclotransferase (GGCT) catalyzes the formation of pyroglutamic acid (5-oxoproline) from dipeptides containing gamma-glutamyl, and is a dimeric protein. In Homo sapiens, the protein is encoded by the gene C7orf24, and the enzyme participates in the gamma-glutamyl cycle. Hereditary defects in the gamma-glutamyl cycle have been described for some of the genes involved, but not for C7orf24. The synthesis and metabolism of glutathione (L-gamma-glutamyl-L-cysteinylglycine) ties the gamma-glutamyl cycle to numerous cellular processes; glutathione acts as a ubiquitous reducing agent in reductive mechanisms involved in protein and DNA synthesis, transport processes, enzyme activity, and metabolism. AIG2 (avrRpt2-induced gene) is an Arabidopsis protein that exhibits RPS2- and avrRpt2-dependent induction early after infection with Pseudomonas syringae pv maculicola strain ES4326 carrying avrRpt2. avrRpt2 is an avirulence gene that can convert virulent strains of P. syringae to avirulence on Arabidopsis thaliana, soybean, and bean. The family also includes bacterial tellurite-resistance proteins (trgB); tellurium (Te) compounds are used in industrial processes and had been used as antimicrobial agents in the past. Some members have been described proteins involved in cation transport (chaC).	Ga0059271_02158	Ga0059271_102	122
ecistem_2600255393_2602024600	2600255393	2602024600	13899	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.	Ga0059271_02159	Ga0059271_102	127
ecistem_2600255393_2602024601	2600255393	2602024601	13899	Cytochrome c; The Pfam entry does not include all Prosite members. The cytochrome 556 and cytochrome c' families are not included. All these are now in a new clan together. The C-terminus of DUF989, pfam06181, has now been merged into this family.	Ga0059271_02160	Ga0059271_102	126
ecistem_2602042072_2603725874	2602042072	2603725874	14030		Ga0059270_103144	Ga0059270_103	454
ecistem_2602042072_2603725875	2602042072	2603725875	14030		Ga0059270_103145	Ga0059270_103	88
ecistem_2602042072_2603725876	2602042072	2603725876	14030	Domain of unknown function (DUF4157); This presumed domain is functionally uncharacterized. This domain family is found in bacteria, archaea and eukaryotes, and is approximately 80 amino acids in length. This domain contains an HEXXH motif that is characteristic of many families of metallopeptidases. However, no peptidase activity has been shown for this domain.	Ga0059270_103146	Ga0059270_103	868
ecistem_2602042072_2603725877	2602042072	2603725877	14030		Ga0059270_103147	Ga0059270_103	354
ecistem_2602042072_2603725878	2602042072	2603725878	14030		Ga0059270_103148	Ga0059270_103	
ecistem_2602042072_2603725879	2602042072	2603725879	14030		Ga0059270_103149	Ga0059270_103	351
ecistem_2602042072_2603725880	2602042072	2603725880	14030		Ga0059270_103150	Ga0059270_103	
ecistem_2602042072_2603725881	2602042072	2603725881	14030		Ga0059270_103151	Ga0059270_103	
ecistem_2602042072_2603725882	2602042072	2603725882	14030		Ga0059270_103152	Ga0059270_103	
ecistem_2602042072_2603725883	2602042072	2603725883	14030		Ga0059270_103153	Ga0059270_103	
ecistem_2602042072_2603725884	2602042072	2603725884	14030		Ga0059270_103154	Ga0059270_103	
ecistem_2602042072_2603725885	2602042072	2603725885	14030		Ga0059270_103155	Ga0059270_103	
ecistem_2602042072_2603725886	2602042072	2603725886	14030		Ga0059270_103156	Ga0059270_103	
ecistem_2602042072_2603725887	2602042072	2603725887	14030		Ga0059270_103157	Ga0059270_103	
ecistem_2602042072_2603725888	2602042072	2603725888	14030		Ga0059270_103158	Ga0059270_103	
ecistem_2602042072_2603725889	2602042072	2603725889	14030		Ga0059270_103159	Ga0059270_103	
ecistem_2602042072_2603725890	2602042072	2603725890	14030		Ga0059270_103160	Ga0059270_103	
ecistem_2602042072_2603725891	2602042072	2603725891	14030		Ga0059270_103161	Ga0059270_103	
ecistem_2602042072_2603725892	2602042072	2603725892	14030	AraC-type DNA-binding domain and AraC-containing proteins [Transcription]; AraC-type DNA-binding domain-containing proteins [Transcription].	Ga0059270_103162	Ga0059270_103	273
ecistem_2602042072_2603725893	2602042072	2603725893	14030	GGCT-like domains, also called AIG2-like family. Gamma-glutamyl cyclotransferase (GGCT) catalyzes the formation of pyroglutamic acid (5-oxoproline) from dipeptides containing gamma-glutamyl, and is a dimeric protein. In Homo sapiens, the protein is encoded by the gene C7orf24, and the enzyme participates in the gamma-glutamyl cycle. Hereditary defects in the gamma-glutamyl cycle have been described for some of the genes involved, but not for C7orf24. The synthesis and metabolism of glutathione (L-gamma-glutamyl-L-cysteinylglycine) ties the gamma-glutamyl cycle to numerous cellular processes; glutathione acts as a ubiquitous reducing agent in reductive mechanisms involved in protein and DNA synthesis, transport processes, enzyme activity, and metabolism. AIG2 (avrRpt2-induced gene) is an Arabidopsis protein that exhibits RPS2- and avrRpt2-dependent induction early after infection with Pseudomonas syringae pv maculicola strain ES4326 carrying avrRpt2. avrRpt2 is an avirulence gene that can convert virulent strains of P. syringae to avirulence on Arabidopsis thaliana, soybean, and bean. The family also includes bacterial tellurite-resistance proteins (trgB); tellurium (Te) compounds are used in industrial processes and had been used as antimicrobial agents in the past. Some members have been described proteins involved in cation transport (chaC).	Ga0059270_103163	Ga0059270_103	122
ecistem_2602042072_2603725894	2602042072	2603725894	14030	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.	Ga0059270_103164	Ga0059270_103	127
ecistem_2602042072_2603725895	2602042072	2603725895	14030	Cytochrome c; The Pfam entry does not include all Prosite members. The cytochrome 556 and cytochrome c' families are not included. All these are now in a new clan together. The C-terminus of DUF989, pfam06181, has now been merged into this family.	Ga0059270_103165	Ga0059270_103	126
ecistem_2603880186_2606079736	2603880186	2606079736	14084	ABC-type glycerol-3-phosphate transport system, permease component [Carbohydrate transport and metabolism]; ABC-type sugar transport system, permease component [Carbohydrate transport and metabolism].	Ga0059266_0893	Ga0059266_101	279
ecistem_2603880186_2606079737	2603880186	2606079737	14084	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC; glycerol-3-phosphate transporter ATP-binding subunit; Provisional.	Ga0059266_0894	Ga0059266_101	386
ecistem_2603880186_2606079738	2603880186	2606079738	14084	Sorbitol dehydrogenase; Sorbitol and aldose reductase are NAD(+) binding proteins of the polyol pathway, which interconverts glucose and fructose. Sorbitol dehydrogenase is tetrameric and has a single catalytic zinc per subunit. Aldose reductase catalyzes the NADP(H)-dependent conversion of glucose to sorbital, and SDH uses NAD(H) in the conversion of sorbitol to fructose.  NAD(P)(H)-dependent oxidoreductases are the major enzymes in the interconversion of alcohols and aldehydes, or ketones. The medium chain alcohol dehydrogenase family (MDR) have a NAD(P)(H)-binding domain in a Rossmann fold of a beta-alpha form. The N-terminal region typically has an all-beta catalytic domain. These proteins typically form dimers (typically higher plants, mammals) or tetramers (yeast, bacteria), and have 2 tightly bound zinc atoms per subunit.	Ga0059266_0895	Ga0059266_101	352
ecistem_2603880186_2606079739	2603880186	2606079739	14084	DYW family of nucleic acid deaminases; A family of nucleic acid deaminases prototyped by the plant PPR DYW proteins that are implicated in chloroplast and mitochondrial RNA transcript maturation by numerous C to U editing events. The name derives from the DYW motif present at the C-terminus of the classical plant PPR DYW deaminases. Members of this family are present in bacteria, plants, Naegleria, and fungi. Plants and Naegleria show lineage-specific expansions of this family. The classical DYW family contain an additional C-terminal metal-binding cluster composed of 2 histidines and a CxC motif and are often fused to PPR repeats. Ascomycete versions, which are independent lateral transfers, contain a large insert within the domain and are often fused to ankyrin repeats. Bacterial versions are predicted to function as toxins in polymorphic toxin systems.	Ga0059266_0896	Ga0059266_101	1055
ecistem_2603880186_2606079740	2603880186	2606079740	14084		Ga0059266_0897	Ga0059266_101	
ecistem_2603880186_2606079741	2603880186	2606079741	14084		Ga0059266_0898	Ga0059266_101	
ecistem_2603880186_2606079742	2603880186	2606079742	14084		Ga0059266_0899	Ga0059266_101	912
ecistem_2603880186_2606079743	2603880186	2606079743	14084		Ga0059266_0900	Ga0059266_101	
ecistem_2603880186_2606079744	2603880186	2606079744	14084		Ga0059266_0901	Ga0059266_101	
ecistem_2603880186_2606079745	2603880186	2606079745	14084		Ga0059266_0902	Ga0059266_101	
ecistem_2603880186_2606079746	2603880186	2606079746	14084		Ga0059266_0903	Ga0059266_101	
ecistem_2603880186_2606079747	2603880186	2606079747	14084		Ga0059266_0904	Ga0059266_101	
ecistem_2603880186_2606079748	2603880186	2606079748	14084		Ga0059266_0905	Ga0059266_101	
ecistem_2603880186_2606079749	2603880186	2606079749	14084		Ga0059266_0906	Ga0059266_101	
ecistem_2603880186_2606079750	2603880186	2606079750	14084		Ga0059266_0907	Ga0059266_101	
ecistem_2603880186_2606079751	2603880186	2606079751	14084		Ga0059266_0908	Ga0059266_101	
ecistem_2603880186_2606079752	2603880186	2606079752	14084		Ga0059266_0909	Ga0059266_101	336
ecistem_2603880186_2606079753	2603880186	2606079753	14084		Ga0059266_0910	Ga0059266_101	
ecistem_2603880186_2606079754	2603880186	2606079754	14084	Domain of unknown function (DUF4280); This family of proteins is functionally uncharacterized. This family of proteins is found in bacteria and eukaryotes. Proteins in this family are typically between 129 and 456 amino acids in length. There is a single completely conserved residue C that may be functionally important.	Ga0059266_0911	Ga0059266_101	129
ecistem_2603880186_2606079755	2603880186	2606079755	14084	SDR family oxidoreductase; short chain dehydrogenase; Provisional.	Ga0059266_0912	Ga0059266_101	274
ecistem_2603880186_2606079756	2603880186	2606079756	14084	Flavin-binding monooxygenase-like; This family includes FMO proteins, cyclohexanone mono-oxygenase and a number of different mono-oxygenases.	Ga0059266_0913	Ga0059266_101	443
ecistem_2603880186_2606079757	2603880186	2606079757	14084	Predicted Na+-dependent transporter [General function prediction only]; Predicted Na+-dependent transporter [General function prediction only].	Ga0059266_0914	Ga0059266_101	301
ecistem_2603880219_2606207026	2603880219	2606207026	14111		Ga0058932_0061	Ga0058932_11	69
ecistem_2603880219_2606207027	2603880219	2606207027	14111	Transposase; Transposase proteins are necessary for efficient DNA transposition. This family consists of various E. coli insertion elements and other bacterial transposases some of which are members of the IS3 family.	Ga0058932_0062	Ga0058932_11	89
ecistem_2603880219_2606207028	2603880219	2606207028	14111	Plasmid pRiA4b ORF-3-like protein; Members of this family are similar to the protein product of ORF-3 found on plasmid pRiA4 in the bacterium Agrobacterium rhizogenes. This plasmid is responsible for tumorigenesis at wound sites of plants infected by this bacterium, but the ORF-3 product does not seem to be involved in the pathogenetic process. Other proteins found in this family are annotated as being putative TnpR resolvases, but no further evidence was found to back this. Moreover, another member of this family is described as a probable lexA repressor and in fact carries a LexA DNA binding domain (pfam01726), but no references were found to expand on this.	Ga0058932_0063	Ga0058932_11	152
ecistem_2603880219_2606207029	2603880219	2606207029	14111		Ga0058932_0064	Ga0058932_11	129
ecistem_2603880219_2606207030	2603880219	2606207030	14111		Ga0058932_0065	Ga0058932_11	
ecistem_2603880219_2606207031	2603880219	2606207031	14111		Ga0058932_0066	Ga0058932_11	
ecistem_2603880219_2606207032	2603880219	2606207032	14111		Ga0058932_0067	Ga0058932_11	352
ecistem_2603880219_2606207033	2603880219	2606207033	14111		Ga0058932_0068	Ga0058932_11	653
ecistem_2603880219_2606207034	2603880219	2606207034	14111		Ga0058932_0069	Ga0058932_11	142
ecistem_2603880219_2606207035	2603880219	2606207035	14111		Ga0058932_0070	Ga0058932_11	
ecistem_2603880219_2606207036	2603880219	2606207036	14111		Ga0058932_0071	Ga0058932_11	
ecistem_2603880219_2606207037	2603880219	2606207037	14111		Ga0058932_0072	Ga0058932_11	
ecistem_2603880219_2606207038	2603880219	2606207038	14111		Ga0058932_0073	Ga0058932_11	
ecistem_2603880219_2606207039	2603880219	2606207039	14111		Ga0058932_0074	Ga0058932_11	
ecistem_2603880219_2606207040	2603880219	2606207040	14111		Ga0058932_0075	Ga0058932_11	
ecistem_2603880219_2606207041	2603880219	2606207041	14111		Ga0058932_0076	Ga0058932_11	62
ecistem_2603880219_2606207042	2603880219	2606207042	14111		Ga0058932_0077	Ga0058932_11	
ecistem_2603880219_2606207043	2603880219	2606207043	14111		Ga0058932_0078	Ga0058932_11	
ecistem_2603880219_2606207044	2603880219	2606207044	14111		Ga0058932_0079	Ga0058932_11	
ecistem_2603880219_2606207045	2603880219	2606207045	14111		Ga0058932_0080	Ga0058932_11	
ecistem_2603880219_2606207046	2603880219	2606207046	14111		Ga0058932_0081	Ga0058932_11	
ecistem_2603880219_2606207047	2603880219	2606207047	14111	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.	Ga0058932_0082	Ga0058932_11	141
ecistem_2603880219_2606207048	2603880219	2606207048	14111		Ga0058932_0083	Ga0058932_11	81
ecistem_2603880219_2606207049	2603880219	2606207049	14111		Ga0058932_0084	Ga0058932_11	65
ecistem_2603880219_2606207050	2603880219	2606207050	14111		Ga0058932_0085	Ga0058932_11	75
ecistem_2603880219_2606209483	2603880219	2606209483	14113		Ga0058932_2520	Ga0058932_13	468
ecistem_2603880219_2606209484	2603880219	2606209484	14113		Ga0058932_2521	Ga0058932_13	270
ecistem_2603880219_2606209485	2603880219	2606209485	14113		Ga0058932_2522	Ga0058932_13	235
ecistem_2603880219_2606209486	2603880219	2606209486	14113		Ga0058932_2523	Ga0058932_13	
ecistem_2603880219_2606209487	2603880219	2606209487	14113	Methyltransferase domain; This family appears to be a methyltransferase domain.	Ga0058932_2524	Ga0058932_13	586
ecistem_2603880219_2606209488	2603880219	2606209488	14113		Ga0058932_2525	Ga0058932_13	
ecistem_2603880219_2606209489	2603880219	2606209489	14113		Ga0058932_2526	Ga0058932_13	
ecistem_2603880219_2606209490	2603880219	2606209490	14113		Ga0058932_2527	Ga0058932_13	562
ecistem_2603880219_2606209491	2603880219	2606209491	14113		Ga0058932_2528	Ga0058932_13	
ecistem_2603880219_2606209492	2603880219	2606209492	14113		Ga0058932_2529	Ga0058932_13	
ecistem_2603880219_2606209493	2603880219	2606209493	14113		Ga0058932_2530	Ga0058932_13	
ecistem_2603880219_2606209494	2603880219	2606209494	14113		Ga0058932_2531	Ga0058932_13	
ecistem_2603880219_2606209495	2603880219	2606209495	14113		Ga0058932_2532	Ga0058932_13	
ecistem_2603880219_2606209496	2603880219	2606209496	14113		Ga0058932_2533	Ga0058932_13	
ecistem_2603880219_2606209497	2603880219	2606209497	14113		Ga0058932_2534	Ga0058932_13	
ecistem_2603880219_2606209498	2603880219	2606209498	14113		Ga0058932_2535	Ga0058932_13	
ecistem_2603880219_2606209499	2603880219	2606209499	14113		Ga0058932_2536	Ga0058932_13	
ecistem_2603880219_2606209500	2603880219	2606209500	14113		Ga0058932_2537	Ga0058932_13	
ecistem_2603880219_2606209501	2603880219	2606209501	14113		Ga0058932_2538	Ga0058932_13	
ecistem_2603880219_2606209502	2603880219	2606209502	14113		Ga0058932_2539	Ga0058932_13	70
ecistem_2603880219_2606209503	2603880219	2606209503	14113		Ga0058932_2540	Ga0058932_13	222
ecistem_2603880219_2606209504	2603880219	2606209504	14113	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.	Ga0058932_2541	Ga0058932_13	158
ecistem_2603880219_2606209505	2603880219	2606209505	14113		Ga0058932_2542	Ga0058932_13	139
ecistem_2606217182_2606519424	2606217182	2606519424	14138	Lysophospholipid Acyltransferases (LPLATs) of Glycerophospholipid Biosynthesis: AGPAT-like; Lysophospholipid acyltransferase (LPLAT) superfamily member: acyltransferases of de novo and remodeling pathways of glycerophospholipid biosynthesis which catalyze the incorporation of an acyl group from either acylCoAs or acyl-acyl carrier proteins (acylACPs) into acceptors such as glycerol 3-phosphate, dihydroxyacetone phosphate or lyso-phosphatidic acid. Included in this subgroup are such LPLATs as 1-acyl-sn-glycerol-3-phosphate acyltransferase (AGPAT, PlsC), Tafazzin (product of Barth syndrome gene), and similar proteins.	Ga0065841_114364	Ga0065841_114	247
ecistem_2606217182_2606519425	2606217182	2606519425	14138	Fatty acid desaturase; Fatty acid desaturase.	Ga0065841_114365	Ga0065841_114	334
ecistem_2606217182_2606519426	2606217182	2606519426	14138	HD superfamily phosphodieaserase, includes HD domain of RNase Y [Translation, ribosomal structure and biogenesis, General function prediction only]; Predicted HD superfamily hydrolase [General function prediction only].	Ga0065841_114366	Ga0065841_114	218
ecistem_2606217182_2606519427	2606217182	2606519427	14138	Radical SAM superfamily. Enzymes of this family generate radicals by combining a 4Fe-4S cluster and S-adenosylmethionine (SAM) in close proximity. They are characterized by a conserved CxxxCxxC motif, which coordinates the conserved iron-sulfur cluster. Mechanistically, they share the transfer of a single electron from the iron-sulfur cluster to SAM, which leads to its reductive cleavage to methionine and a 5'-deoxyadenosyl radical, which, in turn, abstracts a hydrogen from the appropriately positioned carbon atom. Depending on the enzyme, SAM is consumed during this process or it is restored and reused. Radical SAM enzymes catalyze steps in metabolism, DNA repair, the biosynthesis of vitamins and coenzymes, and the biosynthesis of many antibiotics. Examples are biotin synthase (BioB), lipoyl synthase (LipA), pyruvate formate-lyase (PFL), coproporphyrinogen oxidase (HemN), lysine 2,3-aminomutase (LAM), anaerobic ribonucleotide reductase (ARR), and  MoaA, an enzyme of the biosynthesis of molybdopterin.	Ga0065841_114367	Ga0065841_114	358
ecistem_2606217182_2606519428	2606217182	2606519428	14138		Ga0065841_114368	Ga0065841_114	
ecistem_2606217182_2606519429	2606217182	2606519429	14138		Ga0065841_114369	Ga0065841_114	328
ecistem_2606217182_2606519430	2606217182	2606519430	14138		Ga0065841_114370	Ga0065841_114	
ecistem_2606217182_2606519431	2606217182	2606519431	14138		Ga0065841_114371	Ga0065841_114	
ecistem_2606217182_2606519432	2606217182	2606519432	14138		Ga0065841_114372	Ga0065841_114	
ecistem_2606217182_2606519433	2606217182	2606519433	14138		Ga0065841_114373	Ga0065841_114	
ecistem_2606217182_2606519434	2606217182	2606519434	14138		Ga0065841_114374	Ga0065841_114	
ecistem_2606217182_2606519435	2606217182	2606519435	14138		Ga0065841_114375	Ga0065841_114	
ecistem_2606217182_2606519436	2606217182	2606519436	14138		Ga0065841_114376	Ga0065841_114	
ecistem_2606217182_2606519437	2606217182	2606519437	14138		Ga0065841_114377	Ga0065841_114	
ecistem_2606217182_2606519438	2606217182	2606519438	14138		Ga0065841_114378	Ga0065841_114	
ecistem_2606217182_2606519439	2606217182	2606519439	14138		Ga0065841_114379	Ga0065841_114	
ecistem_2606217182_2606519440	2606217182	2606519440	14138	polycystin cation channel protein; The Polycystin Cation Channel (PCC) Family (TC 1.A.5) Polycystin is a huge protein of 4303aas. Its repeated leucine-rich (LRR) segment is found in many proteins. It contains 16 polycystic kidney disease (PKD) domains, one LDL-receptor class A domain, one C-type lectin family domain, and 16-18 putative TMSs in positions between residues 2200 and 4100. Polycystin-L has been shown to be a cation (Na+, K+ and Ca2+) channel that is activated by Ca2+. Two members of the PCC family (polycystin 1 and 2) are mutated in autosomal dominant polycystic kidney disease, and polycystin-L is deleted in mice with renal and retinal defects. Note: this model is restricted to the amino half.	Ga0065841_114380	Ga0065841_114	1153
ecistem_2606217182_2606519441	2606217182	2606519441	14138		Ga0065841_114381	Ga0065841_114	
ecistem_2606217182_2606519442	2606217182	2606519442	14138		Ga0065841_114382	Ga0065841_114	192
ecistem_2606217182_2606519443	2606217182	2606519443	14138		Ga0065841_114383	Ga0065841_114	290
ecistem_2606217182_2606519444	2606217182	2606519444	14138	MAEBL; Provisional	Ga0065841_114384	Ga0065841_114	543
ecistem_2606217182_2606519445	2606217182	2606519445	14138		Ga0065841_114385	Ga0065841_114	210
ecistem_2606217184_2606526747	2606217184	2606526747	14140	MAEBL; Provisional	Ga0065843_101114	Ga0065843_101	299
ecistem_2606217184_2606526748	2606217184	2606526748	14140		Ga0065843_101115	Ga0065843_101	354
ecistem_2606217184_2606526749	2606217184	2606526749	14140	Phage-related protein  [Mobilome: prophages, transposons]; Phage-related protein [Function unknown].	Ga0065843_101116	Ga0065843_101	1130
ecistem_2606217184_2606526750	2606217184	2606526750	14140	Von Willebrand factor type A (vWA) domain was originally found in the blood coagulation protein von Willebrand factor (vWF). Typically, the vWA domain is made up of approximately 200 amino acid residues folded into a classic a/b para-rossmann type of fold. The vWA domain, since its discovery, has drawn great interest because of its widespread occurrence and its involvement in a wide variety of important cellular functions. These include basal membrane formation, cell migration, cell differentiation, adhesion, haemostasis, signaling, chromosomal stability, malignant transformation and in immune defenses  In integrins these domains form heterodimers while in vWF it forms multimers. There are different interaction surfaces of this domain as seen by the various molecules it complexes with. Ligand binding in most cases is mediated by the presence of a metal ion dependent adhesion site termed as the MIDAS motif that is a characteristic feature of most, if not all A domains.	Ga0065843_101117	Ga0065843_101	807
ecistem_2606217184_2606526751	2606217184	2606526751	14140		Ga0065843_101118	Ga0065843_101	
ecistem_2606217184_2606526752	2606217184	2606526752	14140		Ga0065843_101119	Ga0065843_101	
ecistem_2606217184_2606526753	2606217184	2606526753	14140		Ga0065843_101120	Ga0065843_101	76
ecistem_2606217184_2606526754	2606217184	2606526754	14140		Ga0065843_101121	Ga0065843_101	262
ecistem_2606217184_2606526755	2606217184	2606526755	14140		Ga0065843_101122	Ga0065843_101	
ecistem_2606217184_2606526756	2606217184	2606526756	14140		Ga0065843_101123	Ga0065843_101	
ecistem_2606217184_2606526757	2606217184	2606526757	14140		Ga0065843_101124	Ga0065843_101	225
ecistem_2606217184_2606526758	2606217184	2606526758	14140		Ga0065843_101125	Ga0065843_101	190
ecistem_2606217184_2606526759	2606217184	2606526759	14140		Ga0065843_101126	Ga0065843_101	
ecistem_2606217184_2606526760	2606217184	2606526760	14140		Ga0065843_101127	Ga0065843_101	
