seqid	genome_id	scaffold	start	end
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_56	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	63265	63582
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_57	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	63629	64219
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_58	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	64216	64404
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_59	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	64423	65919
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_60	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	65980	66327
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_61	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	66324	66620
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_62	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	66751	68895
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_63	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	68892	70277
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_64	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	70281	71408
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_65	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	71405	71917
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_66	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	71914	72312
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_67	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	72302	73342
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_68	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	73330	73929
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_69	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	73940	75274
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_70	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	75819	76340
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_71	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	76444	76989
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_72	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	76986	77495
tailgene_GCF_001294265.1_GCF_001294265.1_NZ_LGLO01000054.1_73	GCF_001294265.1	GCF_001294265.1_NZ_LGLO01000054.1	77905	78504
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_45	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	54230	55711
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_46	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	56140	56613
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_47	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	56873	57895
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_48	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	57907	58242
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_49	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	58330	59142
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_50	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	59248	59490
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_51	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	59612	59860
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_52	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	60015	60674
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_53	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	60816	61259
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_54	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	61531	61725
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_55	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	61728	62900
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_56	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	63023	63412
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_57	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	63393	63710
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_58	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	63757	64347
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_59	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	64344	64532
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_60	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	64551	66047
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_61	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	66108	66455
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_62	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	66452	66748
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_63	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	66879	68135
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_64	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	68104	69063
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_65	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	69060	70445
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_66	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	70449	71576
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_67	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	71573	72085
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_68	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	72082	72480
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_69	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	72470	73510
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_70	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	73498	74097
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_71	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	74108	75442
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_72	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	75987	76508
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_73	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	76612	77157
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_74	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	77154	77663
tailgene_GCF_001294275.1_GCF_001294275.1_NZ_LGLL01000007.1_75	GCF_001294275.1	GCF_001294275.1_NZ_LGLL01000007.1	78073	78672
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_185	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	211731	213212
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_186	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	213433	215355
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_187	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	215462	215704
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_188	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	215826	216074
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_189	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	216227	216931
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_190	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	217028	217465
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_191	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	217938	218768
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_192	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	219429	219818
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_193	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	219796	220137
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_194	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	220183	220773
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_195	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	220770	220958
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_196	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	220977	222473
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_197	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	222534	222881
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_198	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	222878	223174
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_199	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	223185	223280
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_200	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	223305	225449
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_201	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	225446	226870
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_202	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	226874	227983
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_203	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	227980	228492
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_204	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	228489	228887
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_205	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	228877	229917
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_206	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	229905	230504
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_207	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	230515	231975
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_208	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	231983	232549
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_209	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	232800	233858
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_210	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	233966	234511
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_211	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	234508	235017
tailgene_GCF_001294305.1_GCF_001294305.1_NZ_LGLE01000004.1_212	GCF_001294305.1	GCF_001294305.1_NZ_LGLE01000004.1	235429	236028
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_17	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	14608	15207
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_18	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	15603	16112
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_19	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	16109	16654
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_20	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	16678	17682
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_21	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	17818	18330
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_22	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	18341	19723
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_23	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	19734	20333
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_24	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	20321	21361
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_25	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	21351	21749
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_26	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	21749	22258
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_27	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	22255	23361
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_28	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	23365	24858
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_29	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	24855	27383
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_30	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	27514	27810
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_31	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	27807	28154
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_32	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	28222	29718
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_33	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	29737	29922
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_34	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	29919	30509
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_35	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	30596	30934
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_36	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	30915	31304
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_37	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	31609	32046
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_38	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	32048	32833
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_39	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	32982	33239
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_40	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	33328	33510
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_41	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	33557	33799
tailgene_GCF_001305955.1_GCF_001305955.1_NZ_JRXH01000120.1_42	GCF_001305955.1	GCF_001305955.1_NZ_JRXH01000120.1	33913	35844
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_17	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	14159	14758
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_18	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	15171	15680
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_19	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	15677	16222
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_20	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	16330	17388
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_21	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	17576	17680
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_22	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	17640	18206
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_23	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	18214	19674
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_24	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	19685	20284
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_25	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	20272	21312
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_26	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	21302	21700
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_27	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	21697	22209
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_28	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	22206	23333
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_29	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	23337	24794
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_30	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	24791	26950
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_31	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	27081	27377
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_32	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	27374	27721
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_33	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	27783	29279
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_34	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	29298	29486
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_35	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	29483	30073
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_36	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	30118	30456
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_37	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	30437	30826
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_38	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	31090	31527
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_39	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	31639	32328
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_40	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	32480	32728
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_41	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	32851	33093
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_42	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	33199	35121
tailgene_GCF_001400345.1_GCF_001400345.1_NZ_LJQK01000067.1_43	GCF_001400345.1	GCF_001400345.1_NZ_LJQK01000067.1	35197	36678
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_17	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	14252	14851
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_18	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	15264	15773
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_19	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	15770	16315
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_20	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	16428	17039
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_21	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	16984	18858
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_22	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	18869	19468
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_23	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	19456	20496
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_24	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	20486	20884
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_25	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	20881	21393
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_26	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	21390	22517
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_27	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	22521	23906
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_28	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	23903	26047
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_29	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	26178	26474
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_30	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	26471	26818
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_31	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	26879	28375
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_32	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	28394	28582
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_33	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	28579	29169
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_34	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	29215	29553
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_35	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	29534	29923
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_36	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	30046	31218
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_37	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	31221	31415
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_38	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	31688	32131
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_39	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	32273	32932
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_40	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	33085	33333
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_41	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	33455	33697
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_42	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	33803	35725
tailgene_GCF_001400395.1_GCF_001400395.1_NZ_LJQN01000025.1_43	GCF_001400395.1	GCF_001400395.1_NZ_LJQN01000025.1	36092	37573
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_8	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	6393	7874
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_9	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	8235	10157
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_10	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	10263	10505
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_11	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	10627	10875
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_12	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	11029	11688
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_13	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	11830	12273
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_14	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	12942	13571
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_15	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	14231	14620
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_16	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	14601	14939
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_17	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	14986	15576
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_18	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	15573	15761
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_19	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	15780	17276
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_20	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	17337	17684
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_21	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	17681	17977
tailgene_GCF_001400495.1_GCF_001400495.1_NZ_LJQQ01000095.1_22	GCF_001400495.1	GCF_001400495.1_NZ_LJQQ01000095.1	17988	18083
